model,vintage,sample,n_quarters,rmse,mae,bias,dm_stat,dm_pval,dm_mean_diff
midas_INDPRO,3,full,85,4.647023997471294,2.447971875842747,-0.042225484409913874,1.1821208667462795,0.2371577458193066,45.05836963605586
midas_INDPRO,3,pre_covid,60,2.357577087858505,1.702651380842122,-0.23725262420814783,0.6598908021826974,0.5093239071218216,0.5287482813349212
midas_INDPRO,3,ex_covid,79,2.238299469056269,1.6527753165302554,-0.11999547470001914,1.095283370110736,0.27339251077111637,5.263020559470782
midas_NASDAQCOM,1,full,85,6.997544397005375,2.746725649381737,0.04209501883098373,1.4634480230093672,0.14334482626679249,17.687574081068615
midas_NASDAQCOM,1,pre_covid,60,2.206133148300591,1.596362786803511,-0.5385161826421526,1.4562041036349809,0.14533620546438905,1.219894538499635
midas_NASDAQCOM,1,ex_covid,79,2.149600212529724,1.6050299065888312,-0.38320312068146284,1.255817612041739,0.20918210463111786,5.6522239989405225
midas_NASDAQCOM,2,full,85,7.246830220574527,2.7122217897112297,-0.0466723845863086,1.4713255850217977,0.14120308734444229,14.136653423297712
midas_NASDAQCOM,2,pre_covid,60,2.058121004857686,1.4999520340194468,-0.5502781471099656,1.4855331098635518,0.13740265933272752,1.8510559358938985
midas_NASDAQCOM,2,ex_covid,79,2.0110618674329777,1.5099356425445583,-0.38272140531827126,1.3682541699088444,0.17123253087958779,6.228635238005342
midas_NASDAQCOM,3,full,85,7.28231194808366,2.727570187747974,-0.034611024252609125,1.4408693033142006,0.14962160973766866,13.621134359927902
midas_NASDAQCOM,3,pre_covid,60,2.1643264143174554,1.5593026380826438,-0.5121506202805471,1.585392539538025,0.11287717517718325,1.4026091788180564
midas_NASDAQCOM,3,ex_covid,79,2.062035182657866,1.519023440227471,-0.3758627792579181,1.325041864859215,0.1851572662291162,6.0210159781294985
midas_PAYEMS,1,full,85,4.040370946936244,2.294102009596163,-0.967440148652765,1.1742596156730987,0.24029105373300885,50.328604280283464
midas_PAYEMS,1,pre_covid,60,2.145507450986352,1.5880719901703073,-0.43159956773317687,1.3134467884157661,0.18903244021657506,1.4837157842923545
midas_PAYEMS,1,ex_covid,79,2.3520482138254675,1.716983763952184,-0.5266313371242259,1.221231332092357,0.22199844429629367,4.740874272488785
midas_PAYEMS,2,full,85,13.45702663189382,3.4199234120847337,0.9937395970893675,-0.900744127460257,0.36772438062242296,-114.4383641023696
midas_PAYEMS,2,pre_covid,60,2.075542059388061,1.610317565047802,-0.516718421737954,1.3825560612255943,0.16680102958339837,1.7790431662414774
midas_PAYEMS,2,ex_covid,79,2.2564127313445956,1.7650031692101062,-0.631467534787735,1.3063987679424434,0.19141698461975076,5.181606658474379
midas_PAYEMS,3,full,85,8.683809127909747,2.7094962104799256,-1.3452939041040792,-0.2630772580519554,0.7924910321617857,-8.755339300838703
midas_PAYEMS,3,pre_covid,60,1.7991822478779316,1.3990408954193372,-0.6243744326730998,1.4731420928551673,0.14071272542302282,2.8498612454512244
midas_PAYEMS,3,ex_covid,79,2.0455603421823794,1.5601365627508808,-0.6581646755635019,1.4734297416686304,0.14063519555214682,6.088687959139066
midas_PCEPI,1,full,85,7.116869390438692,2.8240381891876174,-0.2660185633278231,1.3375664472486137,0.18103780814460035,16.00337174856672
midas_PCEPI,1,pre_covid,60,2.2205640300016256,1.5330898580256291,-0.40896310935426006,1.7529576415290797,0.07960927819633512,1.15601339519325
midas_PCEPI,1,ex_covid,79,2.4964351933918025,1.7310132457707752,-0.6037776788811734,1.0872806746093375,0.2769127866217276,4.040816397843192
midas_PCEPI,2,full,85,7.126126444809081,2.8814245305158663,-0.26634529513018607,1.293132333065976,0.19596529405606833,15.871523561722615
midas_PCEPI,2,pre_covid,60,2.526852833076153,1.6927226837764537,-0.5386759174879775,-0.2944135719577063,0.7684418973261512,-0.29806723349467
midas_PCEPI,2,ex_covid,79,2.529979873347473,1.7907215423653617,-0.622300329678062,0.8598494151530177,0.3898720557415636,3.872206913105064
midas_PCEPI,3,full,85,7.234015845015913,2.7871232570716513,-0.21561874849314472,1.3093391114311081,0.19041950670492058,14.32221642318866
midas_PCEPI,3,pre_covid,60,2.4023467044853,1.535648329762254,-0.4402748489382827,0.4218506021415623,0.6731340679519067,0.31564831797892956
midas_PCEPI,3,ex_covid,79,2.434720527969686,1.657130807981248,-0.5429210568163437,0.9897049875767727,0.32231833645805175,4.3451410233313705
midas_RSAFS,1,full,85,5.116020807133656,2.554859059218973,-0.11027609453763933,1.2087020122056966,0.22677734835205843,40.47953277010542
midas_RSAFS,1,pre_covid,60,2.5393228620843487,1.8241428860397464,-0.42397874783972644,-0.3444516650814394,0.7305066401039271,-0.3612425913739379
midas_RSAFS,1,ex_covid,79,2.41859093282712,1.7770014678406703,-0.34174890015947257,0.9846056563777927,0.3248178101800727,4.4234229722948
midas_RSAFS,2,full,85,5.543250749023523,2.381400733595045,0.12015148413139806,1.2720387461424463,0.20335935297444407,35.92557280258009
midas_RSAFS,2,pre_covid,60,2.266091076974387,1.5817621490920053,-0.6056349091720484,0.831459723377841,0.4057139722201166,0.9517492373873717
midas_RSAFS,2,ex_covid,79,2.2878521559571023,1.661528796107042,-0.496203198366592,1.183990423399196,0.23641685373933696,5.0387375851307965
midas_RSAFS,3,full,85,7.773261954380205,3.044105463836295,-0.4996330930567842,0.4889607566072329,0.6248694803129393,6.22960025771517
midas_RSAFS,3,pre_covid,60,2.1651058323789125,1.6987742655818194,-0.672727222783006,1.0501632984499438,0.2936430403939023,1.3992347411291257
midas_RSAFS,3,ex_covid,79,2.2491398422789413,1.7672240975846063,-0.5544239392224981,1.2265471053401753,0.2199928602584872,5.214375042521819
midas_T10Y2Y,1,full,85,7.253556965059457,2.8126842501586915,-0.1903447918490555,1.387617536754856,0.16525353851372004,14.039113023767374
midas_T10Y2Y,1,pre_covid,60,2.4022922712103325,1.5801708680606685,-0.7446179378691442,0.3081204898845756,0.7579906505380288,0.31590985021341195
midas_T10Y2Y,1,ex_covid,79,2.3707498196525147,1.5939191525142935,-0.6419133978005609,1.1021544264807652,0.2703945410310973,4.652550365265927
midas_T10Y2Y,2,full,85,7.179357020469075,2.795106887393467,-0.041480602133090405,1.4895404414042939,0.1363451122030454,15.110034441771333
midas_T10Y2Y,2,pre_covid,60,2.02038832624249,1.5374301128526078,-0.6439438030588579,1.2760196312072936,0.20194857960258294,2.004949017713381
midas_T10Y2Y,2,ex_covid,79,2.036510053176029,1.577250662957528,-0.441064183791379,1.3540270442017541,0.17572774978327965,6.125631875961325
midas_T10Y2Y,3,full,85,7.206782150035611,2.81523043365128,-0.0900782826423683,1.46014281517822,0.14425082768858738,14.715492711058038
midas_T10Y2Y,3,pre_covid,60,2.1310816854805648,1.56491340906107,-0.6691522028255366,1.2499414591911826,0.21132093296652332,1.5454088563396244
midas_T10Y2Y,3,ex_covid,79,2.1149994004502175,1.598048477676878,-0.4948723019224959,1.291950772582979,0.19637419303918768,5.799782608743575
midas_UMCSENT,1,full,85,7.032186553578116,3.010936840589829,0.006295967312862881,1.3390782188103967,0.1805452104276437,17.201553944805084
midas_UMCSENT,1,pre_covid,60,2.2908979240166683,1.7029358475434948,-0.4624950544954073,1.1616035076669946,0.24539655662106474,0.8387047082664297
midas_UMCSENT,1,ex_covid,79,2.4992223346996845,1.8976113303980877,-0.4217265857370703,0.9524791933413752,0.34085401317002606,4.026892794386616
midas_UMCSENT,2,full,85,7.063454974418478,2.970854548227466,0.11025044703595781,1.3723715305726034,0.1699478081041832,16.7608054934928
midas_UMCSENT,2,pre_covid,60,2.277128365252499,1.6688104014826826,-0.4576067194756867,1.4901973167076952,0.13617236172422265,0.9016044146927921
midas_UMCSENT,2,ex_covid,79,2.403370271170698,1.8061278044576534,-0.3021265395672189,1.1008801923241636,0.2709488039106145,4.496816412301244
midas_UMCSENT,3,full,85,7.025266249690328,2.9225818231846508,0.04646748163306787,1.3844171873298667,0.16623074918014125,17.298835790091932
midas_UMCSENT,3,pre_covid,60,2.2685259464456786,1.6805462036822558,-0.4493673358316669,1.5239370531919814,0.1275244362996614,0.9407080368330502
midas_UMCSENT,3,ex_covid,79,2.3308574784418683,1.76901734965695,-0.35280625010538563,1.1425937673552038,0.2532072944857521,4.8401084878399745
midas_UNRATE,1,full,85,4.040866823343532,2.6451725542269036,-1.1481083190180401,1.0720957478761814,0.28367702854231536,50.324596985131485
midas_UNRATE,1,pre_covid,60,3.239259111974046,2.346577413350057,-0.9150192513013781,-2.161117173254883,0.030686289320647108,-4.405881587976577
midas_UNRATE,1,ex_covid,79,3.1545045104542386,2.321081705502007,-0.8878216517186672,0.06957375347994539,0.9445329279933862,0.32210636617222344
midas_UNRATE,2,full,85,12.064019597968743,3.530597757659811,0.7299355615766279,-0.8671336165391621,0.38586880348374797,-78.887367191044
midas_UNRATE,2,pre_covid,60,2.34698021245267,1.7677600618445397,-0.7276623203968797,0.31394777979709826,0.7535607005568626,0.5786018888859294
midas_UNRATE,2,ex_covid,79,2.530466570099037,1.9001513750838934,-0.6233915942267889,0.8689372001016233,0.38488148100558994,3.8697440102595726
midas_UNRATE,3,full,85,2.558406872448249,1.827027218433404,-0.41112742531197205,1.1965584738440769,0.2314786943261593,60.1077559441395
midas_UNRATE,3,pre_covid,60,2.09228801515045,1.6150066785167185,-0.7138143708312791,1.0496323050407108,0.2938871983948701,1.7092488681880997
midas_UNRATE,3,ex_covid,79,2.1266627523493002,1.6504015176463076,-0.4968083338473156,1.2824985167976963,0.19966782491808333,5.750310610418457
