model,vintage,sample,n_quarters,rmse,mae,bias,dm_stat,dm_pval,dm_mean_diff
bridge_UMCSENT,1,full,85,7.266770375553193,2.9420422744417305,0.0963799960970629,1.436218345095057,0.15094022047566308,13.84724997811245
bridge_UMCSENT,1,pre_covid,60,2.2249355213560915,1.6483321922832572,-0.3717073975281682,1.411921749363331,0.1579730029570483,1.1365799323382075
bridge_UMCSENT,1,ex_covid,79,2.3791026890975147,1.8085117884302675,-0.3351446694172289,1.0786020390492885,0.2807651719457519,4.61287546737733
bridge_UMCSENT,2,full,85,7.24710438588579,2.928570719200139,0.2782566889391947,1.475047002851672,0.14019990717132372,14.132679689204867
bridge_UMCSENT,2,pre_covid,60,2.2190805951557793,1.6302342603992315,-0.366668903798251,1.577705826850579,0.11463320705235405,1.1625993187333823
bridge_UMCSENT,2,ex_covid,79,2.2935199333677314,1.73683032125214,-0.14411812968777094,1.2270875555730816,0.2197896846179732,5.0127713878932365
bridge_UMCSENT,3,full,85,7.134555586417593,2.7589648407030785,0.1321760888423052,1.4572164031000412,0.1450566541038658,15.751318253447453
bridge_UMCSENT,3,pre_covid,60,2.252983341931019,1.6385419055532506,-0.4274514827207743,1.387256401743371,0.16536359237148446,1.0109840675116484
bridge_UMCSENT,3,ex_covid,79,2.1855878710530314,1.6048205231860109,-0.24330074953485162,1.2483964825181473,0.21188589652742018,5.496210730554237
bridge_UNRATE,1,full,0,,,,,,
bridge_UNRATE,1,pre_covid,0,,,,,,
bridge_UNRATE,1,ex_covid,0,,,,,,
bridge_UNRATE,2,full,84,12.193605173316186,3.5330216104311143,0.7222125022080155,-0.8653888487658655,0.38682539943487726,-81.27606861414895
bridge_UNRATE,2,pre_covid,60,2.3499979434391056,1.7726297702774862,-0.749393382625526,0.30740844650357546,0.7585324998725548,0.5644276723622841
bridge_UNRATE,2,ex_covid,78,2.5346055228189646,1.9227567163782846,-0.6477177073559236,0.8619240657089404,0.3887293049353642,3.9387504024574094
bridge_UNRATE,3,full,84,3.7158802888373845,2.099020573706153,-0.2164423872847564,1.1948312914452546,0.23215295194598062,53.60017218760415
bridge_UNRATE,3,pre_covid,60,2.0718502133442933,1.587227612491747,-0.7415322406996603,1.112004216163849,0.2661363375616371,1.7943546999955158
bridge_UNRATE,3,ex_covid,78,2.114029011439944,1.6415452691828345,-0.5551144707774261,1.2946021999316801,0.19545749309366856,5.893856897552057
dfm,1,full,85,5.302880902204297,3.2711651359689404,2.1293378472481925,1.1122322043840989,0.26603832465669275,38.532655806166886
dfm,1,pre_covid,60,2.845038150606666,2.5053045153747604,2.0848430547489154,-1.0380945114142253,0.29922605646914624,-2.007324071877089
dfm,1,ex_covid,79,2.9035929672735503,2.532434705462399,2.1690572022634003,0.4229978802315053,0.6722968076466225,1.8421529530479364
dfm,2,full,85,5.039139915069812,3.209713819087771,2.182637186704458,1.1243482981904889,0.2608652963013418,41.26027058548015
dfm,2,pre_covid,60,2.7860768437679786,2.461110393581522,2.074465270330301,-0.8022379048131673,0.42241535398550145,-1.675306172849832
